PERF: instrs=127911, cycles=1740744, IPC=0.073481
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127887, cycles=1739628, IPC=0.073514
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127884, cycles=1739617, IPC=0.073513
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127878, cycles=1739491, IPC=0.073515
PERF: instrs=127908, cycles=1740327, IPC=0.073497
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127885, cycles=1739638, IPC=0.073512
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127912, cycles=1740432, IPC=0.073494
PERF: instrs=127911, cycles=1740369, IPC=0.073496
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127881, cycles=1739569, IPC=0.073513
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127887, cycles=1739628, IPC=0.073514
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127884, cycles=1739617, IPC=0.073513
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127878, cycles=1739491, IPC=0.073515
PERF: instrs=127908, cycles=1740327, IPC=0.073497
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127885, cycles=1739638, IPC=0.073512
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127912, cycles=1740432, IPC=0.073494
PERF: instrs=127911, cycles=1740369, IPC=0.073496
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127881, cycles=1739569, IPC=0.073513
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127887, cycles=1739628, IPC=0.073514
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127884, cycles=1739617, IPC=0.073513
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127878, cycles=1739491, IPC=0.073515
PERF: instrs=127908, cycles=1740327, IPC=0.073497
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127885, cycles=1739638, IPC=0.073512
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127912, cycles=1740432, IPC=0.073494
PERF: instrs=127911, cycles=1740369, IPC=0.073496
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127881, cycles=1739569, IPC=0.073513
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127887, cycles=1739628, IPC=0.073514
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127884, cycles=1739617, IPC=0.073513
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127878, cycles=1739491, IPC=0.073515
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127881, cycles=1739569, IPC=0.073513
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127908, cycles=1740327, IPC=0.073497
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127911, cycles=1740369, IPC=0.073496
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127884, cycles=1739617, IPC=0.073513
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127912, cycles=1740432, IPC=0.073494
PERF: instrs=127885, cycles=1739638, IPC=0.073512
PERF: instrs=127887, cycles=1739628, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127878, cycles=1739491, IPC=0.073515
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127881, cycles=1739569, IPC=0.073513
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127908, cycles=1740327, IPC=0.073497
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127911, cycles=1740369, IPC=0.073496
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127884, cycles=1739617, IPC=0.073513
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127912, cycles=1740432, IPC=0.073494
PERF: instrs=127885, cycles=1739638, IPC=0.073512
PERF: instrs=127887, cycles=1739628, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127878, cycles=1739491, IPC=0.073515
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127881, cycles=1739569, IPC=0.073513
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127908, cycles=1740327, IPC=0.073497
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127911, cycles=1740369, IPC=0.073496
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127884, cycles=1739617, IPC=0.073513
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127912, cycles=1740432, IPC=0.073494
PERF: instrs=127885, cycles=1739638, IPC=0.073512
PERF: instrs=127887, cycles=1739628, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127878, cycles=1739491, IPC=0.073515
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127881, cycles=1739569, IPC=0.073513
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127908, cycles=1740327, IPC=0.073497
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127911, cycles=1740369, IPC=0.073496
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127884, cycles=1739617, IPC=0.073513
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127912, cycles=1740432, IPC=0.073494
PERF: instrs=127885, cycles=1739638, IPC=0.073512
PERF: instrs=127887, cycles=1739628, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127878, cycles=1739491, IPC=0.073515
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127881, cycles=1739569, IPC=0.073513
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127908, cycles=1740327, IPC=0.073497
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127911, cycles=1740369, IPC=0.073496
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127909, cycles=1740369, IPC=0.073495
PERF: instrs=127884, cycles=1739617, IPC=0.073513
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127912, cycles=1740432, IPC=0.073494
PERF: instrs=127885, cycles=1739638, IPC=0.073512
PERF: instrs=127887, cycles=1739628, IPC=0.073514
PERF: instrs=127906, cycles=1740321, IPC=0.073496
PERF: instrs=127878, cycles=1739491, IPC=0.073515
PERF: instrs=127876, cycles=1739485, IPC=0.073514
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127907, cycles=1740327, IPC=0.073496
PERF: instrs=127880, cycles=1739533, IPC=0.073514
PERF: instrs=127913, cycles=1740447, IPC=0.073494
PERF: instrs=127880, cycles=1739569, IPC=0.073512
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127883, cycles=1739596, IPC=0.073513
PERF: instrs=127880, cycles=1739554, IPC=0.073513
PERF: instrs=127912, cycles=1740411, IPC=0.073495
PERF: instrs=127881, cycles=1739569, IPC=0.073513
PERF: instrs=127910, cycles=1740384, IPC=0.073495
PERF: instrs=127879, cycles=1739527, IPC=0.073514
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127882, cycles=1739590, IPC=0.073513
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127908, cycles=1740363, IPC=0.073495
PERF: instrs=127880, cycles=1739546, IPC=0.073513
PERF: instrs=127913, cycles=1740405, IPC=0.073496
PERF: instrs=127908, cycles=1740300, IPC=0.073498
PERF: instrs=127881, cycles=1739554, IPC=0.073514
PERF: instrs=127912, cycles=1740390, IPC=0.073496
PERF: instrs=127884, cycles=1739638, IPC=0.073512
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127883, cycles=1739617, IPC=0.073512
PERF: instrs=127914, cycles=1740453, IPC=0.073495
PERF: instrs=127914, cycles=1740453, IPC=0.073495
PERF: instrs=127913, cycles=1740432, IPC=0.073495
PERF: instrs=127885, cycles=1739659, IPC=0.073512
PERF: instrs=127881, cycles=1739590, IPC=0.073512
PERF: instrs=127911, cycles=1740426, IPC=0.073494
PERF: instrs=127883, cycles=1739617, IPC=0.073512
PERF: instrs=127911, cycles=1740411, IPC=0.073495
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127911, cycles=1740420, IPC=0.073494
PERF: instrs=127911, cycles=1740456, IPC=0.073493
PERF: instrs=127882, cycles=1739605, IPC=0.073512
PERF: instrs=127910, cycles=1740414, IPC=0.073494
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127882, cycles=1739605, IPC=0.073512
PERF: instrs=127880, cycles=1739578, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127908, cycles=1740393, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127887, cycles=1739658, IPC=0.073513
PERF: instrs=127911, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740441, IPC=0.073493
PERF: instrs=127882, cycles=1739618, IPC=0.073512
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127882, cycles=1739626, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740483, IPC=0.073492
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127883, cycles=1739641, IPC=0.073511
PERF: instrs=127909, cycles=1740393, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740456, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127911, cycles=1740435, IPC=0.073494
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127880, cycles=1739578, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127909, cycles=1740414, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127887, cycles=1739658, IPC=0.073513
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740441, IPC=0.073493
PERF: instrs=127882, cycles=1739618, IPC=0.073512
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127882, cycles=1739626, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740483, IPC=0.073492
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127883, cycles=1739641, IPC=0.073511
PERF: instrs=127909, cycles=1740393, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740456, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127911, cycles=1740435, IPC=0.073494
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127880, cycles=1739578, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127909, cycles=1740414, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127887, cycles=1739658, IPC=0.073513
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740441, IPC=0.073493
PERF: instrs=127882, cycles=1739618, IPC=0.073512
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127882, cycles=1739626, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740483, IPC=0.073492
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127883, cycles=1739641, IPC=0.073511
PERF: instrs=127909, cycles=1740393, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740456, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127911, cycles=1740435, IPC=0.073494
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127880, cycles=1739578, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127909, cycles=1740414, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127887, cycles=1739658, IPC=0.073513
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740441, IPC=0.073493
PERF: instrs=127882, cycles=1739618, IPC=0.073512
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127882, cycles=1739626, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740483, IPC=0.073492
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127883, cycles=1739641, IPC=0.073511
PERF: instrs=127909, cycles=1740393, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740456, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127911, cycles=1740435, IPC=0.073494
PERF: instrs=127881, cycles=1739584, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127880, cycles=1739578, IPC=0.073512
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127909, cycles=1740414, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127887, cycles=1739658, IPC=0.073513
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127911, cycles=1740441, IPC=0.073493
PERF: instrs=127882, cycles=1739618, IPC=0.073512
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127882, cycles=1739626, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740483, IPC=0.073492
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127883, cycles=1739641, IPC=0.073511
PERF: instrs=127909, cycles=1740393, IPC=0.073494
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127883, cycles=1739641, IPC=0.073511
PERF: instrs=127909, cycles=1740393, IPC=0.073494
PERF: instrs=127912, cycles=1740441, IPC=0.073494
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127880, cycles=1739578, IPC=0.073512
PERF: instrs=127911, cycles=1740435, IPC=0.073494
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127882, cycles=1739626, IPC=0.073511
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127882, cycles=1739618, IPC=0.073512
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127912, cycles=1740462, IPC=0.073493
PERF: instrs=127913, cycles=1740483, IPC=0.073493
PERF: instrs=127911, cycles=1740456, IPC=0.073493
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127883, cycles=1739626, IPC=0.073512
PERF: instrs=127884, cycles=1739647, IPC=0.073511
PERF: instrs=127882, cycles=1739620, IPC=0.073511
PERF: instrs=127912, cycles=1740477, IPC=0.073492
PERF: instrs=127912, cycles=1740483, IPC=0.073492
